Word,Position,Level,Translation
pottery,noun,B1,çömlek
pound,noun,B1,pound
pound,verb,B2,pound
pour,verb,A2,dökün
poverty,noun,B1,yoksulluk
powder,noun,B1,pudra
powder,verb,B2,pudra
power,noun,A2,güç
powerful,adjective,A2,güçlü
powerfully,adverb,B2,güçlüce
practical,adjective,B1,pratik
practicality,noun,B2,pratiklik
practically,adverb,B2,pratikte
practice,noun,A1,pratik
practice/practise,verb,A1,pratik yapmak/alıştırmak
praise,noun,B1,övmek
praise,verb,B2,övmek
prance,noun,B2,şaha kalk
prawn,noun,B2,karides
pray,verb,A1,dua etmek
prayer,noun,B1,namaz
precede,verb,B2,önce gelmek
precious,adjective,B1,değerli
precise,adjective,A2,kesin
precisely,adverb,B2,açık olarak
predicament,noun,B2,çıkmaz durum
predicate,verb,B2,yüklem
predicative,adjective,B2,tahmin edici
predict,verb,A2,tahmin etmek
predictable,adjective,B2,öngörülebilir
prediction,noun,A2,tahmin
predictive,adjective,B2,öngörücü
predictor,noun,B2,tahminci
prefect,noun,B2,kaymakam
prefer,verb,A2,tercih etmek
preferable,adjective,B2,Tercih edilir
preferably,adverb,B2,tercihen
preference,noun,B1,tercih
prefix,noun,B1,önek
pregnant,adjective,B1,hamile
prehistoric,adjective,B2,tarih öncesi
prehuman,noun,B2,insan öncesi
preindustrial,adjective,B2,sanayi öncesi
prejudge,verb,B2,önyargılı olmak
prejudice,noun,B1,ön yargı
preliminary,adjective,B2,ön hazırlık
preoccupy,verb,B2,meşgul olmak
preparation,noun,B1,hazırlık
prepare,verb,A2,hazırlanmak
prepared,adjective,B1,tedarikli
preposition,noun,B1,edat
preschool,adjective,B1,okul öncesi
prescribe,verb,B2,Reçetelemek
prescription,noun,B1,reçete
presence,noun,B1,mevcudiyet
present,adjective,B1,Sunmak
present,noun,A1,Sunmak
present,verb,B2,Sunmak
presentation,noun,B1,sunum
presenter,noun,B2,sunucu
preservation,noun,B1,koruma
preserve,verb,B1,korumak
presidency,noun,B2,başkanlık
president,noun,B1,başkan
presidential,adjective,B2,başkanlık
press,noun,B1,basmak
press,verb,B1,basmak
pressure,noun,A2,basınç
prestige,noun,B2,prestij
prestigious,adjective,B2,prestijli
presumably,adverb,B2,muhtemelen
pretend,adjective,B2,numara yapmak
pretend,verb,A2,numara yapmak
pretty,adjective,A1,tatlı
pretty,adverb,A2,tatlı
prevail,verb,B2,hakim olmak
prevent,verb,A2,önlemek
prevention,noun,B2,önleme
preventive,adjective,B2,önleyici
previous,adjective,B1,öncesi
previously,adverb,B2,önceden
price,noun,A1,fiyat
price,verb,B2,fiyat
priceless,adjective,B2,paha biçilemez
prick,noun,B2,dikmek
pride,noun,A2,gurur
priest,noun,B1,rahip
primarily,adverb,B1,öncelikle
primary,adjective,B2,öncelik
primary school,noun,B1,ilkokul
prime,adjective,B2,astar vurmak
prime minister,noun,B2,Başbakan
primitive,adjective,B1,ilkel
prince,noun,A1,prens
princess,noun,A1,prenses
principal,adjective,A2,müdür
principal,noun,B2,müdür
principle,noun,B1,prensip
print,noun,B1,Yazdır
print,verb,A2,Yazdır
printer,noun,A2,yazıcı
prior,adjective,B2,önceki
priority,noun,B2,öncelik
prison,noun,B1,hapishane
prisoner,noun,B1,mahkum
privacy,noun,B1,mahremiyet
private,adjective,A2,özel
privately,adverb,B2,özel olarak
privilege,noun,B2,ayrıcalık
prize,noun,B1,ödül
pro,noun,A2,profesyonel
probability,noun,B1,olasılık
probable,adjective,B2,muhtemel
probably,adverb,A2,muhtemelen
probe,noun,B2,"incelemek, bulmak"
problem,noun,A1,sorun
procedure,noun,B2,prosedür
proceed,verb,B1,ilerlemek
process,noun,B1,işlem
process,verb,B2,işlem
proclaim,verb,B1,ilan etmek
procrastination,noun,B1,erteleme
produce,verb,A2,üretmek
producer,noun,B1,üretici
product,noun,A2,ürün
production,noun,A2,üretme
productive,adjective,B1,üretken
profession,noun,B1,meslek
professional,adjective,A2,profesyonel
professional,noun,B2,profesyonel
professor,noun,B1,profesör
profile,noun,B2,profil
profit,noun,B2,kâr
profitable,adjective,B2,karlı
program/programme,noun,A1,program/program
program/programme,verb,B1,program/program
programmer,noun,B2,programcı
programming,noun,B2,programlama
progress,noun,B1,ilerlemek
progress,verb,B2,ilerlemek
progressive,adjective,A2,ilerici
prohibit,verb,B2,yasaklamak
prohibition,noun,B1,yasak
project,noun,B2,proje
project,verb,B2,proje
projection,noun,B2,projeksiyon
prom,noun,B2,balo
prominence,noun,B2,şöhret
prominent,adjective,B1,öne çıkan
promise,noun,A2,söz
promise,verb,B1,söz
promote,verb,B1,terfi
promotion,noun,B1,terfi
prompt,adjective,B2,çabuk
prompt,noun,B2,çabuk
prompt,verb,B2,çabuk
promptly,adverb,B2,derhal
pronoun,noun,B1,zamir
pronounce,verb,A2,telaffuz
pronunciation,noun,A2,telaffuz
proof,noun,B1,kanıt
proper,adjective,A2,düzgün
properly,adverb,B1,düzgün bir şekilde
property,noun,B1,mülk
proponent,noun,B2,savunucu
proportion,noun,B1,oran
proposal,noun,B1,teklif
propose,verb,B1,"teklif etmek, önermek"
proposed,adjective,B2,önerilen
prose,noun,B2,nesir
prosecute,verb,B2,dava açmak
prospect,noun,B2,olasılık
prosper,verb,B2,başarılı olmak
prosperity,noun,B1,refah
prosperous,adjective,B1,zengin
protect,verb,B1,korumak
protection,noun,B1,koruma
protective,adjective,B1,koruyucu
protest,noun,B1,protesto
protest,verb,B2,protesto
proud,adjective,B1,gurur duymak
proudly,adverb,B2,gururla
prove,verb,B1,kanıtlamak
proven,adjective,B2,kanıtlanmış
proverb,noun,B1,atasözü
provide,verb,A2,sağlamak
provided,conjunction,B1,tedarik edilen
province,noun,B2,vilayet
provision,noun,B2,karşılık
proximity,noun,B2,yakınlık
psychological,adjective,B1,psikolojik
psychologically,adverb,B2,psikolojik olarak
psychologist,noun,A2,psikolog
psychology,noun,B2,Psikoloji
pub,noun,B1,birahane
public,adjective,B1,halk
public,noun,A2,halk
public transport,noun,B1,toplu taşıma
publication,noun,B2,yayın
publicity,noun,B2,tanıtım
publicize/publicise,verb,B2,duyurmak/tanıtmak
publicly,adverb,B1,halka açık
publish,verb,A2,Yayınla
publisher,noun,B1,Yayımcı
pudding,noun,B2,puding
pull,verb,A2,çekmek
pullover,noun,B1,kenara çekmek
pulse,noun,B2,nabız
pump,noun,B1,pompa
pumpkin,noun,B2,kabak
punch,noun,B2,yumruk
punch,verb,B2,yumruk
punctual,adjective,B2,dakik
punctuality,noun,B2,dakiklik
punctuation,noun,A2,noktalama
punish,verb,B1,cezalandırmak
punishment,noun,B1,ceza
pupil,noun,B1,öğrenci
puppy,noun,B1,köpek yavrusu
purchase,noun,B2,satın almak
purchase,verb,B2,satın almak
pure,adjective,B1,saf
purify,verb,B1,arındırmak
purple,adjective,A2,mor
purple,noun,A1,mor
purpose,noun,A2,amaç
purposeful,adjective,B2,amaçlı
purse,noun,B1,el çantası
pursue,verb,A2,izlemek
pursuit,noun,B2,kovalama
push,noun,B1,itmek
push,verb,A1,itmek
put,verb,A1,koymak
puzzle,noun,B1,bulmaca
puzzled,adjective,B2,şaşkın
quake,noun,B1,deprem
qualification,noun,B2,vasıf
qualified,adjective,B1,nitelikli
qualify,verb,B1,nitelemek
quality,adjective,B1,kalite
quality,noun,A2,kalite
quantify,verb,B2,ölçmek
quantity,noun,B1,miktar
quarantine,noun,B2,karantina
quarrel,noun,B2,kavga
quarrel,verb,B2,kavga
quarrelsome,adjective,B2,kavgacı
quarter,noun,A1,çeyrek
queen,noun,A2,kraliçe
queer,adjective,B2,kuir
query,noun,B2,sorgu
question,noun,A1,soru
question,verb,B2,soru
question mark,noun,B1,soru işareti
questionnaire,noun,B1,anket
queue,noun,B1,sıra
queue,verb,B2,sıra
quick,adjective,A2,hızlı
quickly,adverb,A1,hızlıca
quiet,adjective,A1,sessizlik
quiet,noun,B2,sessizlik
quietly,adverb,A2,sessizce
quit,adjective,B2,çıkış yapmak
quit,verb,A2,çıkış yapmak
quite,adverb,A2,epeyce
quiz,noun,A2,sınav
quotable,adjective,B2,alıntı yapılabilir
quotation,noun,B2,alıntı yapmak
quote,noun,B2,alıntı
quote,verb,B2,alıntı
rabbit,noun,A1,tavşan
race,noun,B1,ırk
race,verb,B1,ırk
racial,adjective,B1,ırksal
racism,noun,B2,ırkçılık
racist,noun,B2,ırkçı
rack,noun,B2,raf
racket,noun,A2,raket
radar,noun,B2,radar
radiate,verb,B2,yaymak
radiation,noun,B1,radyasyon
radical,noun,B2,radikal
radically,adverb,B2,radikal bir şekilde
radio,noun,A1,radyo
radium,noun,B2,radyum
rafter,noun,B2,kiriş
rag,noun,B2,paçavra
rage,noun,B1,öfkelenmek
rail,noun,B1,Demiryolu
railroad,noun,B1,demiryolu
railway,noun,B1,demiryolu
rain,noun,A1,yağmur
rain,verb,A1,yağmur
rainbow,noun,B2,gökkuşağı
raincoat,noun,A2,yağmurluk
rainfall,noun,B1,yağış
rainforest,noun,B1,yağmur ormanı
rainstorm,noun,B2,yağmur fırtınası
rainy,adjective,A1,yağmurlu
raise,verb,A2,artırmak
rally,noun,B2,miting
ram,noun,B2,Veri deposu
ramp,noun,B2,rampa
range,noun,A2,menzil
range,verb,B2,menzil
ranger,noun,B2,korucu
rank,noun,B1,rütbe
rap,noun,A2,rap
rap,verb,B1,rap
rape,noun,B2,tecavüz
rape,verb,B2,tecavüz
rapid,adjective,B1,ani
rapidly,adverb,B1,hızlıca
rare,adjective,B1,nadir
rarely,adverb,B1,nadiren
rash,adjective,B2,döküntü
raspberry,noun,B1,Ahududu
rat,noun,A1,fare
rate,noun,A2,oran
rate,verb,B2,oran
rather,adverb,A2,yerine
rating,noun,A2,değerlendirme
ration,noun,B1,rasyon
rational,adjective,B1,akılcı
rattle,noun,B2,çıngırak
ravage,noun,B2,hasar
raw,adjective,A2,çiğ
ray,noun,A2,ışın
razor,noun,B1,Ustura
're,be-verb,A1,'tekrar
reach,noun,B1,ulaşmak
reach,verb,A2,ulaşmak
react,verb,B1,tepki
reaction,noun,B2,reaksiyon
read,verb,A1,Okumak
reader,noun,A1,okuyucu
readily,adverb,B2,kolayca
reading,noun,A1,okuma
ready,adjective,A1,hazır
real,adjective,A1,gerçek
real,adverb,A1,gerçek
real estate,noun,B2,Emlak
realistic,adjective,B1,gerçekçi
reality,noun,B1,gerçeklik
realization/realisation,noun,B2,gerçekleştirme/gerçekleştirme
realize/realise,verb,A2,gerçekleştirmek/farkına varmak
really,adverb,A1,Gerçekten
rear,adjective,B2,arka
rearrange,verb,B1,yeniden düzenlemek
reason,noun,A1,sebep
reasonable,adjective,B1,mantıklı
reasonably,adverb,B2,makul olarak
rebel,noun,B2,isyancı
rebel,verb,B2,isyancı
rebellious,adjective,B2,asi
rebuild,verb,B1,yeniden inşa etmek
recall,verb,B1,hatırlamak
receipt,noun,A2,fiş
receive,verb,A2,almak
recent,adjective,A2,son
recently,adverb,A2,son zamanlarda
reception,noun,B1,resepsiyon
receptionist,noun,A2,resepsiyonist
recession,noun,B2,durgunluk
recipe,noun,B2,yemek tarifi
recite,verb,B1,ezberden okumak
reckon,verb,B2,tahmin temek
reclaim,verb,B1,geri almak
recognition,noun,B2,tanıma
recognize/recognise,verb,B1,tanımak / tanımak
recollect,verb,B2,hatırlamak
recollection,noun,B2,hatıra
recommend,verb,B1,tavsiye etmek
recommendable,adjective,B2,önerilebilir
recommendation,noun,B2,öneri
reconsider,verb,B2,yeniden gözden geçirmek
record,noun,B1,kayıt
record,verb,A2,kayıt
recording,noun,B1,kayıt
recover,verb,B1,iyileşmek
recovery,noun,B1,iyileşmek
recreation,noun,B2,yeniden yaratma
recruit,verb,B2,iyileştirmek
rectangular,adjective,B2,dikdörtgen
recycle,verb,A2,geri dönüşüm
recycled,adjective,B1,geri dönüştürülmüş
recycling,noun,B1,geri dönüşüm
red,adjective,A1,kırmızı
red,noun,A2,kırmızı
redo,verb,B2,yeniden yapmak
reduce,verb,B1,azaltmak
reduction,noun,B1,kesinti
redundant,adjective,B2,gereksiz
reed,noun,B2,kamış
reef,noun,B1,Kayalık
refer,verb,A2,bahsetmek
referee,noun,B1,hakem
reference,noun,B2,referans
referent,adjective,B2,Açıklaması
refinery,noun,B2,rafineri
reflect,verb,A2,yansıtmak
reflection,noun,B1,refleks
reflective,adjective,B2,yansıtıcı
reform,noun,B2,reform
refrain,noun,B2,alıkoy
refresh,noun,B2,yenileme
refreshments,noun,B1,içecekler
refrigerator,noun,A2,buzdolabı
refuge,noun,B2,sığınak
refugee,noun,B2,mülteci
refund,noun,B1,geri ödemek
refusal,noun,B1,ret
refuse,noun,B1,reddetmek
refuse,verb,B1,reddetmek
refute,verb,B2,yalanlamak
regain,verb,B1,yeniden kazanmak
regard,noun,B2,saygınlık
regard,verb,B1,saygınlık
regarding,preposition,B1,ilişkin
regardless,adverb,B2,ne olursa olsun
reggae,noun,B2,Reggae
regime,noun,B2,rejim
region,noun,B1,bölge
regional,adjective,B1,bölgesel
register,noun,B1,kayıt olmak
register,verb,B1,kayıt olmak
registration,noun,B1,kayıt
regret,noun,B2,pişmanlık
regret,verb,A2,pişmanlık
regrettably,adverb,B2,maalesef
regular,adjective,A2,düzenli
regularly,adverb,A2,düzenli olarak
regulate,verb,B2,düzenlemek
regulation,noun,B1,düzenleme
rehearsal,noun,B2,tekrarlamak
reinforce,verb,B2,güçlendirmek
reinforcement,noun,B2,güçlendirme
reject,verb,B1,reddetmek
rejection,noun,B2,ret
rejoin,verb,B2,yeniden katılmak
relate,verb,B1,ilgili olmak
related,adjective,B2,ilgili
relation,noun,B1,ilişki
relationship,noun,B1,ilişki
relative,adjective,B1,akraba
relative,noun,B1,akraba
relatively,adverb,B1,nispeten
relativity,noun,B2,görelilik
relax,verb,A2,rahatlamak
relaxation,noun,B2,gevşeme
relaxed,adjective,A2,rahat
relaxing,adjective,B1,rahatlatıcı
relay,noun,B2,röle
release,noun,A2,serbest bırakmak
release,verb,B1,serbest bırakmak
relevant,adjective,B2,ilgili
reliable,adjective,B1,güvenilir
relic,noun,B2,kalıntı
relief,noun,B2,rahatlama
relieve,verb,B2,rahatlamak
relieved,adjective,B2,rahatlamak
religion,noun,B1,din
religious,adjective,B1,din
reluctant,adjective,B2,tereddüt ediyorlar
rely,verb,B1,güvenmek
remain,verb,A2,geriye kalmak
remainder,noun,B1,kalan
remaining,adjective,B2,geriye kalan
remains,noun,B2,kalıntılar
remark,noun,B2,açıklama
remark,verb,B1,açıklama
remarkable,adjective,B1,dikkat çekici
remarkably,adverb,B2,dikkat çekici bir şekilde
remedy,noun,B1,çare
remember,verb,A1,Unutma
remembrance,noun,B1,hatıra
remind,verb,A2,hatırlatmak
reminder,noun,B2,hatırlatma
remote,adjective,A2,uzak
remote control,noun,B1,uzaktan kumanda
remove,verb,B1,kaldırmak
renew,verb,B1,Yenile
rent,noun,A2,kira
rent,verb,A2,kira
rental,noun,B2,kiralama
reorganize/reorganise,verb,B2,yeniden düzenlemek / yeniden düzenlemek
repaint,noun,B2,yeniden boyamak
repair,noun,A2,tamirat
repair,verb,A2,tamirat
repay,verb,B1,borcunu ödemek
repeat,verb,A1,tekrarlamak
repeatedly,adverb,B1,defalarca
repertoire,noun,B2,repertuvar
repetition,noun,B2,tekrarlama
replace,verb,A2,yer değiştirmek
replacement,noun,B2,yenisiyle değiştirme
replica,noun,B2,kopya
reply,noun,A2,cevap vermek
reply,verb,B1,cevap vermek
report,noun,A2,rapor
report,verb,B1,rapor
reporter,noun,A1,muhabir
represent,verb,A2,temsil etmek
representative,noun,B1,temsilci
repress,verb,B2,bastırmak
repression,noun,B2,baskı
reprint,noun,B2,yeniden basmak
reproduce,verb,B1,yeniden üretmek
reprove,verb,B2,azarlamak
republic,noun,B1,cumhuriyet
reputation,noun,B1,itibar
request,noun,A2,rica etmek
request,verb,B1,rica etmek
require,verb,B1,gerekmek
requirement,noun,B1,gereklilik
rescue,noun,B1,kurtarmak
rescue,verb,B1,kurtarmak
research,noun,A2,araştırma
research,verb,B2,araştırma
researcher,noun,B1,araştırmacı
resemble,verb,B1,benzemek
reservation,noun,B1,rezervasyon
reserve,noun,B1,rezerv
reserve,verb,B1,rezerv
residence,noun,B2,Konut
resident,adjective,B1,ikamet eden kişi
resident,noun,B2,ikamet eden kişi
residential,adjective,B1,yerleşim
resign,verb,B2,istifa etmek
resignation,noun,B2,istifa
resist,verb,B1,direnmek
resistance,noun,B2,rezistans
resolution,noun,B2,çözünürlük
resolve,verb,B1,çözmek
resonant,adjective,B2,yankılanan
resort,noun,B1,tatil yeri
resource,noun,B1,kaynak
respect,noun,B1,Saygı
respect,verb,B1,Saygı
respectable,adjective,B1,saygın
respectably,adverb,B2,saygıdeğer bir şekilde
respected,adjective,B2,saygın
respiration,noun,B2,solunum
respiratory,adjective,B2,solunum
respond,verb,B1,yanıtlamak
response,noun,A2,cevap
responsibility,noun,B1,sorumluluk
responsible,adjective,B1,sorumlu
rest,noun,B1,dinlenmek
rest,verb,B1,dinlenmek
restaurant,noun,A1,restoran
restore,verb,B1,eski haline getirmek
restrict,verb,B1,kısıtlamak
restriction,noun,B2,kısıtlama
result,noun,A1,sonuç
result,verb,B1,sonuç
resume,verb,B2,sürdürmek
retail,noun,B1,perakende
retailer,noun,B2,perakendeci
retain,verb,B1,sürdürmek
retard,verb,B2,geciktirmek
retell,verb,B1,yeniden anlatmak
retina,noun,B2,retina
retire,verb,A2,emekli olmak
retired,adjective,A2,emekli
retirement,noun,B2,emeklilik
retreat,noun,B2,geri çekilmek
retreat,verb,B2,geri çekilmek
retrieve,verb,B2,geri almak
retrospect,noun,B1,geçmişe bakmak
return,noun,A2,geri dönmek
return,verb,A2,geri dönmek
reunification,noun,B1,yeniden birleşme
reunify,verb,B1,yeniden birleşmek
reunion,noun,A2,yeniden birleşme
reveal,verb,A2,ortaya çıkarmak
revelation,noun,B2,vahiy
revenge,noun,B2,intikam
revenue,noun,B2,hasılat
reverence,noun,B2,saygı
reverse,verb,B2,tersi
review,noun,A1,gözden geçirmek
review,verb,B2,gözden geçirmek
revise,verb,B1,tekrar düzeltme yapmak
revision,noun,B1,revizyon
revival,noun,B2,canlanma
revive,verb,B2,canlandırmak
revolution,noun,B2,devrim
revolutionary,adjective,B2,devrimci
revolutionize/revolutionise,verb,B2,devrim yapmak/devrim yapmak
revolve,verb,B2,dönmek
reward,noun,B1,ödül
reward,verb,B2,ödül
rewrite,verb,B1,yeniden yazmak
rhinoceros,noun,B2,gergedan
rhyme,verb,B2,kafiye
rhythm,noun,A2,ritim
rhythmic,adjective,B2,ritmik
rib,noun,B2,kaburga
ribbon,noun,A1,kurdele
rice,noun,A1,pirinç
rich,adjective,A1,zengin
rid,verb,B1,kurtulmak
riddle,noun,B2,bilmece
riddle,verb,B1,bilmece
ride,noun,A1,sürmek
ride,verb,A1,sürmek
rider,noun,B2,binici
ridge,noun,B2,çıkıntı
ridiculous,adjective,B1,saçma
right,adjective,A1,Sağ
right,adverb,A1,Sağ
right,noun,A2,Sağ
righteousness,noun,B2,doğruluk
right-hand,adjective,A2,sağ el
rightly,adverb,B2,haklı olarak
rim,noun,B2,jant
ring,noun,A2,yüzük
ring,verb,A1,yüzük
rip,verb,B2,Huzur içinde yatsın
ripe,adjective,B1,olgun
rise,noun,B1,yükselmek
rise,verb,B1,yükselmek
risk,noun,B1,risk
risk,verb,B2,risk
risky,adjective,B2,riskli
rite,noun,B2,ayin
ritual,noun,B2,ritüel
rival,noun,B2,rakip
river,noun,A1,nehir
road,noun,A2,yol
roadside,noun,B1,yol kenarı
roam,noun,B2,dolaşmak
roar,verb,B2,kükreme
roast,adjective,B2,haşlamak
roast,verb,A2,haşlamak
rob,verb,A2,soymak
robbery,noun,A2,soygun
robin,noun,A2,ardıç kuşu
robot,noun,B1,robot
rock,noun,A2,kaynak
rock,verb,B2,kaynak
rocket,noun,B2,roket
rocky,adjective,B2,kayalık
role,noun,A1,rol
roll,noun,A2,rulo
roll,verb,B2,rulo
rolling,adjective,B1,yuvarlamak
romance,noun,A2,romantik
romantic,adjective,A2,romantik
roof,noun,A2,çatı
room,noun,A1,oda
room,verb,B1,oda
roommate,noun,B2,oda arkadaşı
root,noun,A2,kök
rope,noun,A2,halat
rose,noun,A1,gül
rosy,adjective,B2,pembe
rotten,adjective,B1,çürük
rough,adjective,B1,kaba
roughly,adverb,A2,kabaca
round,adjective,B1,yuvarlak
round,adverb,A2,yuvarlak
round,noun,B1,yuvarlak
round,preposition,B2,yuvarlak
round,verb,B2,yuvarlak
roundabout,noun,A2,dönel kavşak
route,noun,B2,rota
routine,noun,B1,rutin
row,noun,A1,sıra
row,verb,B2,sıra
royal,adjective,A2,asil
royalty,noun,B2,telif hakkı
rub,verb,B2,ovmak
rubber,noun,B1,lastik
rubbish,noun,B1,zırva
rubble,noun,B2,moloz
rude,adjective,A1,kaba
rudely,adverb,B1,terbiyesizce
rug,noun,B2,kilim
rugby,noun,A2,Ragbi
ruin,noun,B1,mahvetmek
ruin,verb,A2,mahvetmek
ruinous,adjective,B2,yıkıcı
rule,noun,A1,kural
rule,verb,B2,kural
ruler,noun,A1,cetvel
rumor/rumour,noun,A2,söylenti/söylenti
run,noun,A1,koşmak
run,verb,A1,koşmak
runaway,noun,B1,Kaçmak
runner,noun,A2,koşucu
running,noun,A2,koşma
runway,noun,B1,koşu yolu
rural,adjective,B2,kırsal
rush,noun,A2,acele etmek
rush,verb,B1,acele etmek
rush hour,noun,B2,yoğun Saat
rusty,adjective,B2,paslı
's,be-verb,A1,'S
sack,verb,B2,çuval
sacred,adjective,B1,kutsal
sad,adjective,A1,üzgün
sadly,adverb,A2,ne yazık ki
sadness,noun,B1,üzüntü
safari,noun,B1,safari
safe,adjective,A2,güvenli
safeguard,noun,B1,korumak
safeguard,verb,B2,korumak
safely,adverb,B1,güvenli bir şekilde
safety,noun,B1,emniyet
sag,noun,B2,sarkma
sage,noun,B2,adaçayı
sail,verb,B2,denize açılmak
sailing,noun,A2,yelkencilik
sailor,noun,A1,denizci
sake,noun,A2,hatır
salad,noun,A1,salata
salary,noun,B2,maaş
sale,noun,A1,satış
salesman,noun,B1,satış elemanı
salesmanship,noun,B2,satıcılık
salesperson,noun,B2,satis elemani
saleswoman,noun,B2,pazarlamacı
salmon,noun,B1,somon
salon,noun,B2,salon
salsa,noun,B2,Salsa
salt,noun,A2,tuz
salty,adjective,B2,tuzlu
same,adjective,A1,Aynı
same,adverb,A1,Aynı
same,pronoun,A1,Aynı
sample,noun,A2,örnek
sand,noun,B1,kum
sandal,noun,B1,sandalet
sandstone,noun,B2,kumtaşı
sandwich,noun,A1,sandviç
sandy,adjective,A2,kumlu
sanitary,adjective,B2,sıhhi
sanitation,noun,B2,sanitasyon
satellite,noun,B1,uydu
satisfaction,noun,B1,memnuniyet
satisfactory,adjective,B2,tatmin edici
satisfied,adjective,B1,memnun
satisfy,verb,A2,tatmin etmek
Saturday,noun,A1,Cumartesi
sauce,noun,A2,Sos
saucepan,noun,B1,tencere
saucer,noun,B1,tabak
sausage,noun,A2,sosis
save,verb,A1,kaydetmek
saving/savings,noun,B2,tasarruf/tasarruf
saw,noun,A1,testere
saw,verb,B2,testere
say,noun,B2,söylemek
say,verb,A1,söylemek
scale,noun,A2,ölçek
scan,noun,B1,tarama
scan,verb,B2,tarama
scandal,noun,B2,skandal
scar,noun,B2,yara izi
scarcely,adverb,B2,hemen hemen
scare,verb,B1,Korkmak
scared,adjective,B1,korkmuş
scarf,noun,A2,atkı
scarlet,noun,B2,kırmızı
scary,adjective,B1,korkutucu
scatter,verb,B1,dağılım
scene,noun,A2,sahne
scenery,noun,A2,manzara
scenic,adjective,B1,doğal
scent,noun,B2,koku
schedule,noun,A2,takvim
schedule,verb,B2,takvim
scheduled,adjective,B2,planlanmış
scheme,noun,B2,şema
scholar,noun,B1,akademisyen
scholarship,noun,B1,burs
scholasticism,noun,B2,skolastisizm
school,noun,A1,okul
schoolchild,noun,A2,Okul çocuğu
schoolgirl,noun,B2,okul kızı
schoolmate,noun,B1,okul arkadaşı
schoolteacher,noun,B1,öğretmen
schoolwork,noun,A2,okul işi
science,noun,A1,bilim
science fiction,noun,B1,bilimkurgu
scientific,adjective,A2,ilmi
scientifically,adverb,B2,bilimsel olarak
scientist,noun,A1,bilim adamı
scissors,noun,A2,makas
scold,verb,B1,azarlamak
scooter,noun,B2,mobilet
scope,noun,B1,kapsam
score,noun,B1,Gol
score,verb,B1,Gol
scramble,verb,B2,kapışmak
scratch,noun,B1,çizik
scratch,verb,B2,çizik
scream,noun,A2,bağırmak
scream,verb,B1,bağırmak
screen,noun,A2,ekran
screen,verb,B2,ekran
screw,noun,A2,vida
screw,verb,B2,vida
scribble,noun,B2,karalama
script,noun,A2,senaryo
scrooge,noun,B2,hasis
scuba,noun,B2,tüplü dalış
sculpture,noun,B1,heykel
scythe,noun,B2,tırpan
sea,noun,A1,deniz
seafood,noun,A2,Deniz ürünleri
seal,noun,B2,fok
search,noun,A2,aramak
search,verb,B1,aramak
seaside,noun,A2,sahil
season,noun,B1,mevsim
seasonal,adjective,B2,mevsimsel
seat,noun,A1,koltuk
seawater,noun,B1,deniz suyu
seaweed,noun,B1,Deniz yosunu
second,adjective,A1,ikinci
second,adverb,B1,ikinci
second,noun,A2,ikinci
second,pronoun,A2,ikinci
second person,noun,B2,ikinci kişi
secondary,adjective,B2,ikincil
secondary school,noun,B1,ortaokul
second-hand,adjective,B1,ikinci el
second-hand,adverb,B1,ikinci el
secondly,adverb,B2,ikinci olarak
secret,adjective,B1,gizli
secret,noun,A2,gizli
secretary,noun,A2,Sekreter
secretly,adverb,B1,gizlice
section,noun,A1,bölüm
sector,noun,B2,sektör
secure,adjective,B1,güvenli
security,noun,B1,güvenlik
see,verb,A1,Görmek
seed,noun,A2,tohum
seek,verb,A2,aramak
seem,verb,A2,gözükmek
seesaw,noun,B2,tahterevalli
segment,noun,B2,bölüm
seize,verb,B1,kapmak
seldom,adverb,B2,nadiren
select,adjective,B1,seçme
select,verb,B2,seçme
selection,noun,B1,seçim
self,noun,A1,öz
self-confidence,noun,B2,özgüven
self-confident,adjective,B2,kendine güvenen
selfish,adjective,B1,bencil
selfless,adjective,B2,özverili
self-service,adjective,B1,Self servis
sell,verb,A1,satmak
seller,noun,B2,satıcı
semester,noun,A2,dönem
semicolon,noun,B2,noktalı virgül
semi-final,noun,B2,yarı final
seminar,noun,B2,seminer
senator,noun,B2,senatör
send,verb,A2,Göndermek
senior,adjective,A2,kıdemli
senior,noun,A2,kıdemli
sensation,noun,B1,duygu
sense,noun,A2,algı
sense,verb,B2,algı
sensible,adjective,B2,mantıklı
sensitive,adjective,B2,hassas
sentence,noun,A1,cümle
sentence,verb,B2,cümle
separate,adjective,A2,ayırmak
separate,verb,B2,ayırmak
separately,adverb,B2,ayrı ayrı
separation,noun,B1,ayrılma
September,noun,A1,Eylül
sequence,noun,B1,sekans
serene,adjective,B2,sakin
serial,adjective,B2,seri
series,noun,B1,seri
serious,adjective,B1,cidden
seriously,adverb,A2,Cidden
servant,noun,B2,hizmetkar
serve,verb,A2,sert
server,noun,B1,sunucu
service,noun,B1,hizmet
service,verb,B1,hizmet
session,noun,B1,oturum
set,noun,A2,ayarlamak
set,verb,A1,ayarlamak
setback,noun,B2,gerileme
setting,noun,B1,ayar
settle,verb,B1,yerleşmek
settlement,noun,B1,yerleşme
settler,noun,B1,yerleşimci
seven,number,A1,Yedi
seventeen,number,A1,on yedi
seventy,number,A1,yetmiş
several,determiner,A2,birçok
several,pronoun,A2,birçok
severe,adjective,B1,haşin
severely,adverb,B1,şiddetli
sew,verb,A2,dikmek
sex,noun,B1,seks
sexism,noun,B2,cinsiyetçilik
